"gene","weight_P0","weight_P7","nonzero_P0","nonzero_P7","in_both","same_sign","direction","DE_log2FC_P0","DE_padj_P0","DE_log2FC_P7","DE_padj_P7","in_shared_KO_up","in_CONFOUND","removed_by_ubiquity","ubiquitous_cm_dominant","in_E2F_TARGETS","in_hallmark_E2F","class","chr","feature_space","NOTE"
"Crip1",-0.151429204312046,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.633524823544376,8.21155825720537e-69,0.602272849426449,3.33808007641475e-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"Stmn1",0.151280083669968,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.689816349674807,2.91267432725221e-77,1.1096133474814,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hcar2",0.151228390636429,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0412699680560035,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","controlled","descriptive_n1_sex_confounded_depth_matched"
"Mgp",-0.150227146373614,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.68026549602954,1.47331493707203e-36,1.54967090196902,1.16109389527033e-37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"H1f2",0.148479023835412,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.662865767412239,1.05413444875873e-75,0.976605454646939,8.36580872412675e-210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hist1h2ap",-0.147737281780287,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.88745521004261,7.66412060325923e-230,0.0928623380066001,0.147587840907277,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"Dpysl2",-0.14652089426659,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.21629997546796,0.00868300045030356,0.596346879272867,7.8691814228413e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","14","controlled","descriptive_n1_sex_confounded_depth_matched"
"Amigo2",0,-0.146166187696124,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0148856426687291,0.941428316135644,0.959778308897748,0.0250092892954993,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"Klf10",-0.14505965846858,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.665316030588777,6.12637980809352e-30,-0.366858521300617,3.05284313165187e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"mt-Nd3",-0.144315661410257,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.02550573703176,1.14142413994862e-92,0.0654369062978305,0.644314625606856,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mito","MT","controlled","descriptive_n1_sex_confounded_depth_matched"
"Srpx",0.144212229054208,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.188162945850676,0.300462541248287,0.0267465459947746,0.877196029092112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","X","controlled","descriptive_n1_sex_confounded_depth_matched"
"Jag1",0,0.142242832588151,FALSE,TRUE,FALSE,FALSE,"up_in_KO",-0.0951046656253894,0.619108470933671,0.327398801791149,0.162292231156281,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Stab1",0,-0.141549131949975,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.163420567360127,0.355021010253376,-0.0636902837360969,0.78456818423497,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","14","controlled","descriptive_n1_sex_confounded_depth_matched"
"Adam10",-0.13919881222164,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.20209116616947,0.00162839685709365,-0.1780252244447,0.020432054117897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Foxp1",0,-0.136312407454452,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.252475985466134,4.9180028226045e-07,-0.194014035191053,0.000223264713405286,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Grrp1",-0.13611380725012,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0367499597104542,0.870912644063008,-0.0620800769139364,0.729432029361632,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"Tuba4a",0.134136397032542,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0130643383723817,0.867433490979886,-0.0360997056002347,0.314253787740886,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Dut",0.13268299048822,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.537333514842283,1.51547769298476e-31,0.704704990231803,1.18650622577825e-86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ets2",0,-0.132644173782886,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0900705225771374,0.170534776554204,-0.30381453452634,5.50877821856028e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cks2",-0.132637037184309,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.540088266224478,9.16360127267945e-09,0.840049106430137,1.26312380615987e-30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gstm1",0.130789628850475,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.494209001689336,2.12385163402804e-26,0.515276781751895,2.50885797660751e-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gm44386",-0.127915999265419,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.753141811112095,2.64487740119746e-52,0.232914924032157,1.58153801791309e-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"Fgf13",0.127485527459433,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0907293499458266,0.0880425481741429,-0.26151382057423,1.27166802530969e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","X","controlled","descriptive_n1_sex_confounded_depth_matched"
"Pf4",-0.123402531935389,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.02983139609981,0.00112806359570951,0.18958374052454,0.344446634960155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","controlled","descriptive_n1_sex_confounded_depth_matched"
"Bok",0.122226005492121,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.714441613194308,1.80362214107146e-17,1.05813642973915,1.81271160329865e-24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Depp1",0.121290560026656,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.379357275681723,2.79116759276502e-10,-1.18761619519884,2.60108589542932e-32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Atf3",-0.121092245822723,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.456907383582572,3.84366864348428e-32,1.67716266517298,1.7297130277337e-75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Id1",0.120301767166595,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.517428517434537,5.55804983691999e-12,0.665947836088565,1.92028578950933e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fam107a",-0.118941355915717,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.0141264754393458,0.952560489517169,-0.0447440710911903,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","14","controlled","descriptive_n1_sex_confounded_depth_matched"
"Myl4",-0.115091776223258,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.230260854178549,0.0117629301239117,0.411396073020773,8.50543052465509e-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gphn",0,-0.110982185433246,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.497929811823031,2.1316176107488e-23,-0.659341075810298,1.49821554171385e-53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"Neat1",0,-0.110192947516089,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.204284401804346,0.00420668846756558,-0.86063510740069,3.68017046187662e-104,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tnc",-0.109703424170915,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.427645142296554,0.0223822230129612,0.536775606807779,0.0628160341936267,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Clec2d",0,-0.107868796149647,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.297501442730438,0.099808855182599,-1.48413721105726,1.8558244838808e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Car8",0,0.104881606402637,FALSE,TRUE,FALSE,FALSE,"up_in_KO",0.38975362938942,0.0540706782898467,1.21642944636689,0.000526254427842218,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hhex",0.104309795310011,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.158436645559707,0.387437118351388,0.755667990814747,0.02701654833961,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tbx1",-0.101106818707836,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0200437138126648,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ly6a",0,-0.0996225498865504,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.0352485919108844,0.841588526662625,-0.222802863482077,0.30678738763511,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"Thbs4",0,0.0982831610484705,FALSE,TRUE,FALSE,FALSE,"up_in_KO",0.476114449999562,1.09155182650112e-10,0.533903806239427,7.12519796719074e-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","controlled","descriptive_n1_sex_confounded_depth_matched"
"mt-Rnr1",-0.0979920981782641,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.815165151125936,8.93652803000536e-07,0.100546708001067,4.79206050581359e-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mito","MT","controlled","descriptive_n1_sex_confounded_depth_matched"
"Pcolce",0.0971639252687444,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0304914718785638,0.662057663736446,-0.215207834188762,2.19502912379918e-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tcap",0.0961120511527869,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.367571247400553,6.91774448926967e-24,-0.0293374418860627,0.38792252543169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"CT868690.1",-0.0953634774341674,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.0394447021949474,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"Psrc1",0.0950439679496578,0.038869515185089,TRUE,TRUE,TRUE,TRUE,"up_in_KO",1.22861857164878,7.49090828458545e-26,2.14794982735639,6.34902064434608e-65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Mki67",0,-0.0940685120350679,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0466523737752946,0.615639962383427,0.906933947900492,2.83238108846128e-55,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hjurp",-0.0939963707198881,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0717267812072213,0.42746381490888,0.317492452295541,6.48371284893739e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hmmr",0,-0.0935253049342741,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.318642560918535,9.00263041451199e-07,0.396748519007321,7.31090385303101e-11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"Npdc1",-0.0932973684957749,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.226883647313669,0.145453923735217,0.22375188109435,0.288800847330594,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fbxl22",0,-0.0928414304090791,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.306056599760098,1.95368906174578e-19,-0.351743593884805,5.09386960821171e-46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Loxl1",0.0915478391381457,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0857895622199939,0.569344261907931,0.498355404070388,0.00696067081520197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ptgis",0.090281733088202,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.19437654426525,0.181705201802181,-0.640500705515967,1.00451864568976e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Sec61b",-0.0888096385397845,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.486937808101131,1.62731532187274e-20,-0.0453782602041232,0.574679723115009,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"She",-0.0883645016130599,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.402191078830409,0.0747908391740295,0.106845023988359,0.531267319779643,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"BC028528",0,-0.0860537021330282,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.109582783586064,0.509624977232911,-0.265132207218036,0.129507256956546,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cavin3",0.0854846545360743,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.514358970234359,4.47288556593037e-21,-0.102144963576922,0.13018012245966,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"S100a6",-0.0830272658025813,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.475190770896561,3.83207478334175e-06,0.624224190096516,0.000680100082847842,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gm45502",-0.0823521638017999,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0984951379017556,NA,-0.0209165232260068,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ung",0.0817510508144085,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.637317621455177,3.90287282095353e-30,0.729071319698157,7.82997032336122e-62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","5","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tspan7",0.0811462495447612,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.380811456613015,2.29750352159905e-12,0.102531885617949,0.151603941912882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","X","controlled","descriptive_n1_sex_confounded_depth_matched"
"Hbb-bs",-0.0810366984104532,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.455427998603345,1.27899066082312e-21,0.871822393973089,1.44820375182843e-15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hemoglobin","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ccl21a",-0.0795782029861003,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-4.71631238657721,3.47410411214479e-05,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Kcnv1",0,0.0770165946339883,FALSE,TRUE,FALSE,FALSE,"up_in_KO",6.40667699159003,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"Lcp1",0,-0.0763294408495594,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.352361047216355,0.0673737666399699,-0.00302789598818537,0.990611201662056,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","14","controlled","descriptive_n1_sex_confounded_depth_matched"
"Lpar1",0,-0.0762659863572145,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.0964768811360122,0.583876888440226,0.0945739553369612,0.674570116979738,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","controlled","descriptive_n1_sex_confounded_depth_matched"
"Lox",-0.0760711791230791,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.26227147537796,0.180660903246948,1.66198647513263,0.00100652836091758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","18","controlled","descriptive_n1_sex_confounded_depth_matched"
"Mfap4",0,-0.0758338916395374,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.0182974077026668,0.939673077434813,-0.380043366763564,0.102770180864766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","controlled","descriptive_n1_sex_confounded_depth_matched"
"Mcm6",0.075322784056477,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",1.37170463233061,3.47205967361071e-92,1.25412142559754,6.30377819829769e-124,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cd93",-0.0207684465756349,-0.0718927323735602,TRUE,TRUE,TRUE,TRUE,"down_in_KO",-0.376536938860134,1.2048441171467e-05,0.312067953846963,0.0567238296634498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gm45213",0,-0.0701448471097792,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0566746579086196,0.794190170908118,0.0906384656673316,0.691132694421639,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"Nr4a1",0,-0.0686930208467779,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.119158588915861,0.0133060909827361,-0.347569580806517,1.7850754155303e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tubb5",0,0.0682028220018828,FALSE,TRUE,FALSE,FALSE,"up_in_KO",0.253796091440302,0.00642723148199562,1.0444313469172,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","17","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fstl1",0.0673891025040661,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.344206458049444,3.16632724639265e-18,0.87294005179572,3.51807316404356e-65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","controlled","descriptive_n1_sex_confounded_depth_matched"
"Piezo2",-0.0662174662374524,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.241323459049819,0.217413699225883,0.104661209739567,0.623966906176767,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","18","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gm19299",0,-0.0658797263951608,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.977083949571073,1.34024832246425e-07,-0.584819664177508,0.00508496325743016,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Dlk1",0,-0.0658430214178116,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.299309443890656,0.0133686515964156,-0.0665636956919376,0.752966949983216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","controlled","descriptive_n1_sex_confounded_depth_matched"
"Sox7",0,-0.0653389464743185,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0555361994733089,0.75051381688701,-0.0738901318758529,0.74710851887751,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","14","controlled","descriptive_n1_sex_confounded_depth_matched"
"Palm",0,-0.0645095740254452,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.00192248064545478,0.992923644335935,0.556314770015689,0.0244542941466575,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ptgds",0.0616499317190763,-0.0214223896404117,TRUE,TRUE,TRUE,FALSE,"up_in_KO",-0.200297191821973,2.47368185224423e-08,-0.295631040918402,6.38675847049533e-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Thbd",0,-0.0614076071987322,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0342508198733206,0.864235868911939,-0.103273655623614,0.648896859691897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Neurl1b",-0.0607626300095549,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0478300490781722,0.63755136378889,0.724520265969204,1.25093914610277e-33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","17","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gask1b",0.0593364921662177,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.666015391619628,3.75897177327891e-47,0.0728931238791057,0.251182656535757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Sntg1",-0.0583840346746797,-0.00984574154522873,TRUE,TRUE,TRUE,TRUE,"down_in_KO",-0.460701749271867,1.99724900369403e-18,0.344968015015109,3.2999705109659e-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Clic1",0.0575763540626789,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.429899612322383,1.74768235879162e-29,0.436856450440423,2.47823099065098e-37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","17","controlled","descriptive_n1_sex_confounded_depth_matched"
"Shisa5",0.0575305788626729,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.23185299289411,0.052346770784683,-0.0231093277839424,0.917465806867406,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Anxa2",0.0575138021126767,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.626468767073974,8.5529111084002e-40,0.348011568986223,1.29008971267468e-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","controlled","descriptive_n1_sex_confounded_depth_matched"
"Adgrb3",-0.0571740287724979,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0599185170756081,0.75738237801738,-0.115791981603605,0.604900393557012,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gstp2",0.0558547435865431,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.241196043671392,0.0120551079401082,-0.326332362673921,0.0930671810138268,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ptgs1",-0.053254042621987,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.398400147856576,0.000653278584608841,1.72956105444378,3.30957865008238e-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","controlled","descriptive_n1_sex_confounded_depth_matched"
"Tnnt1",0.053253946740905,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.262287668397826,7.55988868118989e-09,-0.281056862909717,2.49399651775196e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gm48903",0.052343687651883,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0180876012362058,0.937937047013493,0.030441724683523,0.906416983326878,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm",NA,"controlled","descriptive_n1_sex_confounded_depth_matched"
"Ifi203-ps",-0.0511767566061523,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.380531891164668,0.0677007952905288,-0.235826186245827,0.230750191370403,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Cacna1c",0.0502064296594806,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0616940388772463,0.157959642054127,-0.248350551581392,9.77859869329118e-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","controlled","descriptive_n1_sex_confounded_depth_matched"
"Fabp4",-0.0496679213634917,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.240842107118227,0.0456225853637026,0.681110047922696,1.87483514200202e-48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","controlled","descriptive_n1_sex_confounded_depth_matched"
"Ube2t",0.047664537029776,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.555967502155779,1.93380224338563e-14,0.575665444259487,9.11404581053017e-20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
"Gtsf1",-0.0462903130121354,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.09005515431023,2.41352560591477e-43,-0.559321793282304,2.73210583936411e-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","controlled","descriptive_n1_sex_confounded_depth_matched"
"St8sia4",0,-0.0457357930238607,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.298426798279148,0.147487897365793,0.120256223801207,0.555404883622641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","controlled","descriptive_n1_sex_confounded_depth_matched"
