"","Cardiomyocyte","Endothelial","Epicardial","Fibroblast","Immune_Myeloid","Mural_Pericyte","RBC"
"Cardiomyocyte",0.148791354900744,0.0318117076280025,0.12786322085253,0.0643715047155706,0.303128475506205,0.28531982166599,0.116806683669169
"Endothelial",0.461358415074365,0.225236998427228,0.359334090581407,0.393419005840391,0.14730692048326,0.987473995281197,0.176199896616482
"Epicardial",0.610888433892714,0.137897122756742,0.751891321696729,0.617167390943278,0.0179306591443549,1.66711392739114,0.109045409046091
"Fibroblast",1.02629979952619,0.22987974337528,1.16111199932561,1.1320475014079,-0.171140801331959,2.66023493550668,0.396879704386979
"Immune_Myeloid",0.1288180592206,0.137689586835353,0.322560650850287,0.170058470766193,0.563972056021592,0.16252447894516,0.0962824048202489
"Mural_Pericyte",0.689771409157107,0.106833937274687,0.822306713461207,0.57408947248269,0.0396285443510527,1.51161593900496,0.169319173063177
"RBC",0.166856599631117,0.397987750551228,0.507259198766621,0.269204279183239,0.686857551232312,0.554147846076752,0.0891174186178647
