"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
1.62782433655892e-23,0.495629367445464,0.425,0.31,4.93491225871203e-19,"CM6","Gm34030"
2.66428977597089e-14,0.495102292318108,0.304,0.225,8.07706088483336e-10,"CM6","2310040G24Rik"
8.29646640066382e-19,0.490946645020451,0.35,0.253,2.51515675402524e-14,"CM6","Gm5860"
0,7.81913203608455,0.336,0.004,0,"CM7","Car4"
0,7.59344432936607,0.406,0.006,0,"CM7","Timp4"
0,7.53963689639334,0.377,0.005,0,"CM7","Sox17"
0,7.53599005680218,0.708,0.03,0,"CM7","Cldn5"
0,7.22807721193976,0.689,0.025,0,"CM7","Gpihbp1"
0,7.17438021432545,0.496,0.009,0,"CM7","Ly6a"
0,7.07605643478934,0.692,0.023,0,"CM7","Apold1"
0,7.0200930562455,0.627,0.022,0,"CM7","Ly6c1"
0,6.94553643571014,0.474,0.01,0,"CM7","Myct1"
0,6.86091950835874,0.726,0.033,0,"CM7","Esam"
0,8.12951106532534,0.609,0.005,0,"CM8","Cntn2"
0,7.06767566887255,0.27,0.003,0,"CM8","Ptges"
0,6.90684536100256,0.315,0.013,0,"CM8","Lyz2"
0,6.77848947407941,0.345,0.005,0,"CM8","Nsg2"
0,6.62602105966823,0.632,0.019,0,"CM8","Cacna2d2"
0,6.34418244959773,0.44,0.007,0,"CM8","Sbk2"
0,6.25436998001486,0.571,0.016,0,"CM8","Cpne5"
0,5.58359090947623,0.868,0.126,0,"CM8","Mgp"
0,5.43848828394656,0.262,0.01,0,"CM8","Crispld2"
0,5.19484230740674,0.507,0.025,0,"CM8","Sema3c"
0.000187922488425306,0.960386253000937,0.339,0.288,1,"CM9","Rpl27-ps3"
9.59278571514972e-07,0.931157602179197,0.388,0.325,0.0290814891740479,"CM9","Gm10221"
1.47350699752413e-101,0.868826193989846,1,0.995,4.46708381369414e-97,"CM9","Gm2000"
3.56651760666798e-77,0.852311342614593,1,0.995,1.08122547763746e-72,"CM9","Rps28"
3.6626135703099e-44,0.849232222638852,0.972,0.853,1.11035792997515e-39,"CM9","Gm10076"
1.5539223643846e-77,0.846905940965811,1,0.994,4.71087103986836e-73,"CM9","Ndufb1-ps"
3.06180741769479e-85,0.845743514418565,1,0.998,9.28217536748352e-81,"CM9","Atp5e"
8.82825845468721e-108,0.816401477215674,1,0.993,2.67637483312297e-103,"CM9","Gm10053"
1.15014845860073e-09,0.813216154884537,0.537,0.485,3.48679006709398e-05,"CM9","Gm7536"
6.92062473955817e-75,0.80816150171459,1,0.988,2.09805659604446e-70,"CM9","Gm11808"
0,9.61348633687571,0.954,0.012,0,"CM10","Sln"
0,8.3583575350661,0.823,0.009,0,"CM10","Mybphl"
0,8.07618980143186,0.639,0.012,0,"CM10","Fgf12"
0,7.6264619764377,0.302,0.002,0,"CM10","Nr2f1"
0,7.1341617145567,0.252,0.003,0,"CM10","Pvalb"
0,6.87045722276526,0.38,0.01,0,"CM10","Bmp2"
0,6.06076437093441,0.6,0.027,0,"CM10","Slc22a1"
0,5.756011867547,0.285,0.009,0,"CM10","Slc39a8"
1.28034604500793e-232,5.64798744259403,1,0.474,3.88149707004605e-228,"CM10","Myl7"
0,5.51210686768512,0.266,0.007,0,"CM10","Plppr5"
0,14.3004256517131,0.381,0.003,0,"CM11","Cma1"
0,14.1297970238405,0.381,0.004,0,"CM11","Tpsb2"
0,13.440684421562,0.354,0,0,"CM11","Mrgprb2"
0,13.3465269277376,0.372,0,0,"CM11","Il1rl1"
0,13.3195288918995,0.381,0.006,0,"CM11","Cpa3"
0,13.256638311875,0.363,0.001,0,"CM11","Tpsab1"
0,12.3771814792558,0.274,0,0,"CM11","Tph1"
0,12.109008350123,0.327,0,0,"CM11","Cst7"
0,11.4084357320656,0.319,0,0,"CM11","Rgs18"
0,11.3311952739816,0.336,0,0,"CM11","Gcsam"
