"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.76212049549491,0.365,0.17,0,"CM0","Gm43359"
0,1.58054721413975,0.472,0.252,0,"CM0","D830005E20Rik"
0,1.57975838106835,0.867,0.728,0,"CM0","Ctnna3"
0,1.55695423752536,0.466,0.267,0,"CM0","Filip1l"
2.86590521535812e-189,1.46454575892875,0.262,0.148,8.68827825087969e-185,"CM0","Kcnd2"
1.0049058084901e-317,1.42237061272199,0.387,0.225,3.04647244901857e-313,"CM0","Rgs6"
0,1.41066355542311,0.672,0.497,0,"CM0","Cacnb2"
0,1.40273588369213,0.398,0.222,0,"CM0","Kcnn2"
0,1.39743679224294,0.564,0.365,0,"CM0","Erbb4"
0,1.35944540733321,0.974,0.901,0,"CM0","Cacna1c"
0,1.61056190379185,0.257,0.093,0,"CM1","Fbp2"
0,1.3640712039912,0.48,0.216,0,"CM1","Gm15920"
7.40039686030687e-289,1.32835090501877,0.254,0.109,2.24350431217063e-284,"CM1","4631405J19Rik"
0,1.2745197946293,0.308,0.141,0,"CM1","Tuba8"
0,1.25173125995282,0.555,0.291,0,"CM1","Hmgcs2"
2.06988086910059e-258,1.15906283560819,0.259,0.118,6.27505084276534e-254,"CM1","Plbd1"
0,1.15601777569333,0.456,0.231,0,"CM1","Scd4"
0,1.13429928815465,0.394,0.191,0,"CM1","Slc25a34"
1.73026331641912e-278,1.12686759232596,0.309,0.152,5.2454662700562e-274,"CM1","Spata33"
0,1.12237471909751,0.371,0.186,0,"CM1","2310040G24Rik"
0,1.81097164898541,0.777,0.349,0,"CM2","Atf3"
0,1.79854398008826,0.594,0.205,0,"CM2","Fosb"
0,1.79005008951847,0.895,0.518,0,"CM2","Fos"
0,1.61664131261635,0.382,0.148,0,"CM2","Socs3"
0,1.47973423234393,0.804,0.446,0,"CM2","Egr1"
0,1.47549009438776,0.376,0.159,0,"CM2","Myc"
0,1.46983769202912,0.729,0.366,0,"CM2","Gadd45b"
0,1.39205915864092,0.485,0.24,0,"CM2","Zfp36"
0,1.36804221554066,0.418,0.195,0,"CM2","Hspa1a"
1.06596949804149e-285,1.3610325231643,0.288,0.13,3.23159313026257e-281,"CM2","Hspa1b"
0,3.85467652263325,0.945,0.525,0,"CM3","Nppa"
0,3.06217235272709,0.297,0.11,0,"CM3","Mgp"
0,2.68313522131259,0.746,0.434,0,"CM3","Myl7"
0,2.48324315316595,0.492,0.222,0,"CM3","Myl1"
0,2.48176723844625,0.752,0.447,0,"CM3","Myl4"
0,2.31927094335779,0.628,0.366,0,"CM3","Gpx3"
3.5614973631324e-239,2.28353347931773,0.293,0.136,1.07970354060722e-234,"CM3","Meg3"
0,2.1632537972293,0.329,0.12,0,"CM3","Cnn1"
6.37717214700577e-118,1.85153386490578,0.358,0.239,1.93330350808627e-113,"CM3","Acta1"
0,1.77095949032608,0.611,0.354,0,"CM3","Mest"
0,6.32986958353692,0.336,0.004,0,"CM4","Xkr5"
0,5.9613887379579,0.743,0.02,0,"CM4","Pbk"
0,5.88362342149397,0.74,0.017,0,"CM4","Aurkb"
0,5.87114596916938,0.518,0.011,0,"CM4","Cdca5"
0,5.86418951391204,0.652,0.018,0,"CM4","Mxd3"
0,5.86258045956592,0.683,0.016,0,"CM4","Esco2"
0,5.79340910614187,0.923,0.058,0,"CM4","Prc1"
0,5.69113012751424,0.333,0.007,0,"CM4","Haspin"
0,5.62747415057914,0.338,0.007,0,"CM4","Sapcd2"
0,5.62688698803817,0.472,0.011,0,"CM4","Melk"
0,2.91682720729329,0.797,0.126,0,"CM5","Ccnb2"
0,2.86307230361395,0.53,0.083,0,"CM5","Cdkn3"
0,2.71379069207715,0.938,0.351,0,"CM5","Cenpa"
0,2.58529518747476,0.903,0.163,0,"CM5","Cdca3"
0,2.57609936687594,0.603,0.107,0,"CM5","Kif20a"
0,2.52133487241924,0.391,0.076,0,"CM5","Cip2a"
0,2.51459645274915,0.886,0.244,0,"CM5","Lockd"
0,2.49690883422136,0.605,0.104,0,"CM5","Knstrn"
0,2.44468265219048,0.636,0.147,0,"CM5","Cenpm"
0,2.3422847851334,0.44,0.084,0,"CM5","Iqgap3"
0,7.64197073487082,0.323,0.004,0,"CM6","Car4"
0,7.452899917826,0.366,0.005,0,"CM6","Sox17"
0,7.34583065622047,0.672,0.031,0,"CM6","Cldn5"
0,7.31878038932033,0.389,0.007,0,"CM6","Timp4"
0,7.18553838273088,0.488,0.009,0,"CM6","Ly6a"
0,7.12887765122643,0.67,0.025,0,"CM6","Gpihbp1"
0,6.96952118600247,0.663,0.024,0,"CM6","Apold1"
0,6.95435870336949,0.411,0.012,0,"CM6","Srgn"
0,6.94764077103256,0.608,0.022,0,"CM6","Ly6c1"
0,6.88297517620466,0.465,0.01,0,"CM6","Myct1"
