"","Cardiomyocyte","Endothelial","Epicardial","Fibroblast","Immune_Myeloid","Mural_Pericyte","RBC"
"Cardiomyocyte",-0.255038154831429,-0.506446558905013,0,0.0188980675311743,-0.0905021958627765,-0.251383135205088,0.162358061161238
"Endothelial",-0.542578728545209,-0.845981323641127,0,-0.0832824315826242,-0.218940222642533,-0.47844551616534,1.08456503047531
"Epicardial",0,0,0,0,0,0,0
"Fibroblast",-1.06771884924681,-1.80548586227419,0,-0.457683370232838,-0.568640959487769,-0.673645033274466,1.99556205400896
"Immune_Myeloid",-0.0205287034875082,-0.0126423745518549,0,-0.0477929405548472,0.213414072264526,-0.0281257377264658,0.292304158499725
"Mural_Pericyte",-0.888889237967681,-1.32380106537896,0,-0.437126298336878,-0.608181764966895,-0.938141424705012,1.10084035621937
"RBC",0.12257303623612,0.706289263693678,0,0.279416029398812,0.499368159613171,0.611834686284189,0
