"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,1.47380095588629,0.345,0.156,0,"CM0","Socs3"
0,1.43657819482126,0.508,0.224,0,"CM0","Fosb"
0,1.43436124149521,0.809,0.538,0,"CM0","Fos"
4.38683003780018e-306,1.22707023235438,0.439,0.25,1.3299113942595e-301,"CM0","Zfp36"
1.12985553994751e-300,1.20106486436364,0.341,0.166,3.42527005490486e-296,"CM0","Myc"
0,1.19814760389475,0.651,0.383,0,"CM0","Gadd45b"
0,1.11607421581317,0.71,0.468,0,"CM0","Egr1"
0,1.09632044593092,0.605,0.371,0,"CM0","Nr4a1"
0,1.09511879167801,0.929,0.579,0,"CM0","Gm10263"
0,1.05673113463844,0.993,0.951,0,"CM1","mt-Atp8"
0,0.912773935456052,0.87,0.704,0,"CM1","Gm49708"
0,0.828933497810389,0.999,0.998,0,"CM1","Gm28661"
2.76113890310017e-57,0.821166104789993,0.291,0.205,8.37066869863847e-53,"CM1","Gm47547"
0,0.81142873809207,1,1,0,"CM1","mt-Co1"
0,0.759594369609327,0.999,0.989,0,"CM1","Gm29216"
1.09028475324141e-66,0.743012970887257,0.371,0.274,3.30530725792667e-62,"CM1","Gm49083"
0,0.706156199009043,1,0.998,0,"CM1","Ttn"
0,0.69613249662258,1,1,0,"CM1","Gm28437"
0,2.01549970038588,0.334,0.093,0,"CM2","Scgb1c1"
0,1.92346500903293,0.365,0.102,0,"CM2","Fbp2"
0,1.75627118814894,0.778,0.3,0,"CM2","Hmgcs2"
0,1.72445641228115,0.439,0.148,0,"CM2","Tuba8"
0,1.71521705929222,0.661,0.231,0,"CM2","Gm15920"
0,1.60088481331699,0.332,0.119,0,"CM2","4631405J19Rik"
0,1.50960018867137,0.559,0.257,0,"CM2","Ttc27"
0,1.44746135907487,0.585,0.246,0,"CM2","Scd4"
3.66283792100591e-256,1.42878650348904,0.285,0.108,1.11042594413215e-251,"CM2","Gm3646"
1.23414633937268e-318,1.39958760855163,0.34,0.128,3.74143804244223e-314,"CM2","Plbd1"
0,3.28833457154748,0.988,0.538,0,"CM3","Nppa"
0,1.79948653755807,0.977,0.803,0,"CM3","Nppb"
1.43435090916843e-137,1.76230382471096,0.343,0.194,4.34837821623501e-133,"CM3","Xirp2"
0,1.6262013355211,0.719,0.464,0,"CM3","Myl4"
3.29125144325662e-261,1.28736665241949,0.602,0.366,9.97775787537676e-257,"CM3","Mest"
0,1.19699038275749,0.633,0.365,0,"CM3","Slc6a6"
4.43381752374845e-158,1.09177399588563,0.417,0.242,1.34415612049958e-153,"CM3","Myl1"
9.39800336399159e-253,1.01750161520964,0.824,0.674,2.84909869982769e-248,"CM3","Ccn2"
0,3.13929856358969,0.287,0.036,0,"CM4","Gm42639"
0,2.64606112692075,0.646,0.181,0,"CM4","Gm43359"
0,2.62254717586757,0.375,0.074,0,"CM4","Gm47493"
0,2.58055801752998,0.331,0.079,0,"CM4","Gm40841"
0,2.41642364638415,0.454,0.152,0,"CM4","Kcnd2"
0,2.415138711901,0.413,0.105,0,"CM4","Nr3c2"
0,2.38792546068026,0.989,0.743,0,"CM4","Ctnna3"
0,2.29595208787984,0.307,0.092,0,"CM4","Fgf14"
0,2.26543364176892,0.62,0.234,0,"CM4","Rgs6"
0,2.26353986915015,0.7,0.283,0,"CM4","Filip1l"
0,6.1458384582562,0.325,0.005,0,"CM5","Xkr5"
0,5.94100419042746,0.725,0.021,0,"CM5","Pbk"
0,5.84566237892167,0.724,0.018,0,"CM5","Aurkb"
0,5.81740099497694,0.508,0.011,0,"CM5","Cdca5"
0,5.81285872012359,0.665,0.017,0,"CM5","Esco2"
0,5.76435351868838,0.901,0.059,0,"CM5","Prc1"
0,5.75254337706385,0.633,0.019,0,"CM5","Mxd3"
0,5.67074557998379,0.328,0.007,0,"CM5","Haspin"
0,5.51766524546507,0.328,0.007,0,"CM5","Sapcd2"
0,5.48880574811204,0.458,0.012,0,"CM5","Melk"
0,2.90491694353214,0.511,0.078,0,"CM6","Cdkn3"
0,2.80887699613608,0.716,0.122,0,"CM6","Ccnb2"
0,2.58585910239455,0.887,0.235,0,"CM6","Lockd"
0,2.57703427863812,0.866,0.348,0,"CM6","Cenpa"
0,2.51316189419638,0.843,0.156,0,"CM6","Cdca3"
0,2.4769009468702,0.629,0.14,0,"CM6","Cenpm"
0,2.44407887868348,0.502,0.107,0,"CM6","Kif20a"
0,2.3588619423448,0.401,0.104,0,"CM6","Gm11837"
0,2.32073170288331,0.516,0.103,0,"CM6","Knstrn"
0,2.31702632026655,0.339,0.076,0,"CM6","Cip2a"
0,4.08856101780024,0.932,0.122,0,"CM7","Hspa1b"
0,4.07806120876943,0.995,0.2,0,"CM7","Hspa1a"
0,2.3718677073411,0.674,0.296,0,"CM7","Dnajb1"
1.72219411824447e-249,2.01176526271,0.38,0.129,5.22100368886994e-245,"CM7","Hsph1"
2.53414228891199e-163,1.73714091146902,0.5,0.269,7.6825057630656e-159,"CM7","Abra"
0,1.60137670559967,0.862,0.413,0,"CM7","Atf3"
1.81509679395556e-188,1.22453001432055,0.744,0.494,5.50264744055568e-184,"CM7","Ccn1"
3.44329235169914e-66,1.16738203053955,0.287,0.152,1.04386850934111e-61,"CM7","Ddit3.1"
3.84785892894473e-215,1.16297933941452,0.813,0.597,1.16651691289888e-210,"CM7","Bag3"
