"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.33032761667275e-115,1.23993965093042,0.508,0.306,1.31278212027051e-110,"CM8","Lars2"
0,7.8280506393074,0.341,0.004,0,"CM9","Car4"
0,7.53180138030078,0.383,0.005,0,"CM9","Sox17"
0,7.50618851277968,0.406,0.006,0,"CM9","Timp4"
0,7.50252124321119,0.707,0.031,0,"CM9","Cldn5"
0,7.20420820450923,0.691,0.025,0,"CM9","Gpihbp1"
0,7.18568990138167,0.5,0.009,0,"CM9","Ly6a"
0,7.0588173203496,0.694,0.023,0,"CM9","Apold1"
0,7.02829512055311,0.633,0.022,0,"CM9","Ly6c1"
0,6.94507275401289,0.478,0.01,0,"CM9","Myct1"
0,6.83811274123251,0.727,0.033,0,"CM9","Esam"
0,7.8911657460934,0.574,0.005,0,"CM10","Cntn2"
0,6.9232459343659,0.356,0.005,0,"CM10","Nsg2"
0,6.90751142113953,0.256,0.003,0,"CM10","Ptges"
0,6.81837782690468,0.306,0.013,0,"CM10","Lyz2"
0,6.69320462200461,0.656,0.019,0,"CM10","Cacna2d2"
0,6.48047034357895,0.46,0.006,0,"CM10","Sbk2"
0,6.17760058450728,0.55,0.016,0,"CM10","Cpne5"
0,5.65622608717756,0.92,0.125,0,"CM10","Mgp"
0,5.5548831617907,0.28,0.01,0,"CM10","Crispld2"
0,5.2829535846535,0.751,0.054,0,"CM10","Slit2"
0,9.63219166980161,0.957,0.012,0,"CM11","Sln"
0,8.3768139841397,0.826,0.009,0,"CM11","Mybphl"
0,8.09562210919436,0.641,0.012,0,"CM11","Fgf12"
0,7.60878095204123,0.299,0.002,0,"CM11","Nr2f1"
0,7.13893389249599,0.253,0.003,0,"CM11","Pvalb"
0,6.85053991999556,0.378,0.01,0,"CM11","Bmp2"
0,6.07599936302262,0.602,0.027,0,"CM11","Slc22a1"
0,5.78658518972691,0.286,0.009,0,"CM11","Slc39a8"
2.5554495218818e-232,5.65756062053005,1,0.472,7.74710077053685e-228,"CM11","Myl7"
0,5.5168790456244,0.266,0.007,0,"CM11","Plppr5"
0,14.7168730363542,0.263,0,0,"CM12","Tpsg1"
0,14.4883517727592,0.434,0.003,0,"CM12","Cma1"
0,14.3365282552415,0.283,0.001,0,"CM12","Mcpt4"
0,14.3250737299541,0.434,0.004,0,"CM12","Tpsb2"
0,14.0249953317165,0.263,0,0,"CM12","Trbc1"
0,13.607489576847,0.404,0,0,"CM12","Mrgprb2"
0,13.5347733209658,0.424,0,0,"CM12","Il1rl1"
0,13.5163597150785,0.434,0.006,0,"CM12","Cpa3"
0,13.4447811458936,0.414,0.001,0,"CM12","Tpsab1"
0,13.3484023555298,0.273,0,0,"CM12","Fcer1a"
