"gene","weight_P0","weight_P7","nonzero_P0","nonzero_P7","in_both","same_sign","direction","DE_log2FC_P0","DE_padj_P0","DE_log2FC_P7","DE_padj_P7","in_shared_KO_up","in_CONFOUND","removed_by_ubiquity","ubiquitous_cm_dominant","in_E2F_TARGETS","in_hallmark_E2F","class","chr","feature_space","NOTE"
"Selenop",0.62084772217056,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.92246411169041,3.44067178252697e-111,-0.00172139890934586,0.982669839539991,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"3830403N18Rik",0.59407412159758,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.072798216931139,0.658973490104531,-1.51980960055299,2.59786721520641e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","X","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Hba-a2",-0.584450120597102,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.730812458678042,1.50987463847902e-64,0.980249249021805,2.75810319579566e-45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"hemoglobin","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Pou2af1",-0.417915267343247,-0.568562037279409,TRUE,TRUE,TRUE,TRUE,"down_in_KO",-0.0300596823137445,NA,-0.0958968487290241,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Npy",0.545746142103274,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0640439175110398,0.600161340267285,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Plekhg1",-0.528430262575601,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.167369540540639,0.216742334438083,-0.0169392436190506,0.93421422595849,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Tnfaip2",-0.522386506694762,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.66617746052644,1.80959121135986e-22,-1.33966111542021,1.09832599905834e-72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Pf4",-0.518806802292395,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.02983139609981,0.00112806359570951,0.18958374052454,0.344446634960155,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Vpreb1",0.517749013317495,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.156070256159444,0.216605510310212,-0.034344098418657,0.871201199582393,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other",NA,"naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Hoxa5",-0.484574012119532,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0424997718633331,0.809647950455415,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"mt-Rnr2",-0.48264485103312,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.807631396183097,5.83512256087323e-05,0.378450659640257,3.06655842073063e-70,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mito","MT","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Tyms",0.470712602215296,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.381284564241702,5.76401760240785e-06,0.961882837125219,1.08613622671145e-40,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Tnfrsf12a",0.469880524627433,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.820319118837776,1.28394703112346e-126,0.246401414919397,1.94837758211883e-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","17","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Tmem158",-0.459211130517524,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.0612807555148515,0.778006298425761,0.459457422885352,0.0709790125258759,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Klf2",-0.449148994595228,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.10880312006558,1.73706785559878e-72,-0.0429770036814565,0.838008757501686,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Pim3",0.444868641463676,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.6161467145771,9.66994683337346e-61,0.0612511114437491,0.352983605195237,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Myom2",0.436449977131128,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.639436749961986,4.91201280857924e-69,-0.155240168453507,2.83723425250964e-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Wfdc17",-0.410367020652893,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.23208926394639,0.0185240508412533,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ccn2",0,0.395381214851611,FALSE,TRUE,FALSE,FALSE,"up_in_KO",0.148662130634246,0.000326518893870725,1.88811172746003,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gm48657",-0.376652147517228,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.137759868495161,0.374021316022111,-0.0367063878275114,0.859957446449682,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm",NA,"naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Kit",-0.364383569118107,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.118310870732666,0.542390565011442,0.108054892877977,0.626986616233263,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Btg1",-0.355595848442273,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.442390286795744,1.1146172425202e-22,-0.0534515697243867,0.40027992110981,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Slc23a3",0.336856531462274,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0597287802936059,0.604465453627097,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cd200",-0.334319034918665,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.13255241347198,1.1650095942812e-13,0.0653766243324678,0.787452200900885,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Atp2b4",0,-0.333500456055466,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.161627875566779,0.210506098196431,0.693868583104682,0.00217705354236874,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Vsnl1",-0.300509653074197,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-2.46684575620177,1.17733233215947e-08,-0.025789087536331,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Arpc1b",0,-0.298343716276515,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.335334690637749,1.26591342293116e-07,0.211719308158605,0.0378472138624702,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Sln",-0.28934502470263,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.95034543800803,1.01232040501657e-126,3.60842696320269,6.82596370748849e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Actb",0,0.288591573323444,FALSE,TRUE,FALSE,FALSE,"up_in_KO",-0.0205909344617864,0.716815447552104,1.04376728278028,8.63552644822835e-298,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"C1qb",-0.27187235541506,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.17959042559415,0.000340418930399486,0.0930728681575649,0.625739092879755,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Dpysl2",-0.267711388795824,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.21629997546796,0.00868300045030356,0.596346879272867,7.8691814228413e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","14","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Actg1",0.138293478384268,0.266887287759951,TRUE,TRUE,TRUE,TRUE,"up_in_KO",0.370541447508791,3.87313176419445e-18,0.593099237237319,4.91037564200107e-65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Trf",-0.261136449132466,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0881274121022839,0.621934575578366,-0.0766902927806465,0.679900055418958,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Podxl",0,-0.257908945031611,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.22500268115552,0.0354544562128326,0.234989568033741,0.204977735807521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Casp4",-0.256312083940078,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.189802394479649,0.314765573436773,0.0226131483272952,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ptgs1",-0.247175701789069,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.398400147856576,0.000653278584608841,1.72956105444378,3.30957865008238e-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ankrd1",-0.246758326300195,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.200448305450459,0.12903117061793,0.480485583067546,3.14200397582226e-109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cdh5",0,-0.243473211523479,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.0978843435203749,0.253613225974971,0.0514173099873614,0.76440811516538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ckmt2",0.187531280489285,-0.242849267420623,TRUE,TRUE,TRUE,FALSE,"down_in_KO",0.318244947374489,9.21694817368804e-19,-0.694080517709863,7.86417086080135e-182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Dpt",0.24012352168221,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.153187616045583,0.372334313417432,0.273027320545548,0.215971909757521,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Hmmr",-0.232763772775057,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.318642560918535,9.00263041451199e-07,0.396748519007321,7.31090385303101e-11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"other","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Atf3",-0.232487072839492,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.456907383582572,3.84366864348428e-32,1.67716266517298,1.7297130277337e-75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cacna1c",0.232427811739444,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0616940388772463,0.157959642054127,-0.248350551581392,9.77859869329118e-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ftl1",0.230003640711018,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.411127399102044,1.45422667162279e-25,0.188710654169126,4.37427106055387e-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"other","7","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ptgds",0.228169366246219,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.200297191821973,2.47368185224423e-08,-0.295631040918402,6.38675847049533e-27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ackr3",0,-0.228164593020123,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.616542539527582,1.12689145090158e-05,-2.00881869709466,4.42063160344471e-105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ebf1",-0.22498728118324,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.383372960787587,0.00248284571782327,-0.176390105793277,0.340201679514717,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ctnna3",0.21825393383452,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.137835513402227,0.000729854193641847,-0.366248839524463,1.83218821766971e-33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Pla1a",0.214160092741951,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.366672806760304,0.0816258399914063,0.0782017951588125,0.655363841336167,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","16","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cenpw",-0.21328583403472,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.782856948199988,5.2356785474718e-46,0.510254361323806,1.55262587724748e-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Dmd",0.204805800668037,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0700270162000891,0.115622426533444,-0.191080311473478,1.27864445433226e-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","X","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Vim",0.204306351382033,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.571057359385199,5.57937555849703e-61,0.856964941250931,7.98993873154085e-130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Enpp2",0.199728744229128,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.129303101585763,0.30277460600163,-0.0883647139872156,0.708720775132579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cd44",0,0.19722670449091,FALSE,TRUE,FALSE,FALSE,"up_in_KO",0.672447837242955,4.12150334841293e-26,1.48747152359092,1.42202090384163e-85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","2","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Shox2",-0.192101124936971,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-2.75980980405727,8.9827263836929e-08,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Tuba1b",0.186999105237063,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.503780196708005,1.12509006222766e-38,0.721907345793243,2.47745437646268e-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Il12rb1",0,-0.185668801598803,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0365307535404137,NA,0.0514674388183056,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gadd45b",0.18557667093437,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.118182872415329,0.00758070431561569,0.0489522261995703,0.617834234552321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Rab7b",0.183288421703279,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.104743755343951,0.557586160000018,0.097973259665596,0.586780106292522,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Clca3a1",0.1825106967207,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.944672453571182,2.94384766823387e-38,0.627687159049205,0.00885048706046297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Adam10",-0.181400801182919,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.20209116616947,0.00162839685709365,-0.1780252244447,0.020432054117897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Rgs4",0,-0.178354593702084,FALSE,TRUE,FALSE,FALSE,"down_in_KO",0.0106354620431317,0.961872684147117,-0.0159452978207372,0.937068378063463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Rrad",0.0274372272893194,-0.177665053374695,TRUE,TRUE,TRUE,FALSE,"down_in_KO",0.303008126014157,1.71809812534979e-12,-0.740415978806468,4.1843408248762e-118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Hcar2",0.170629570397743,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0412699680560035,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","5","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Anxa2",0.162206381205173,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.626468767073974,8.5529111084002e-40,0.348011568986223,1.29008971267468e-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Nlrp4e",0.158063822714054,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",1.59022478487105,1.12576376213626e-10,0.808319425835053,2.51700983063203e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","7","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Erbb4",0.156529973027512,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0328746101552305,0.668949552131868,-0.171991883132801,5.66854200385718e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gm26542",-0.154062538183351,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-1.2568749869942,8.9576638388151e-09,0.305874772973619,0.137924367009093,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Gm",NA,"naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Crip1",-0.152396779355329,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.633524823544376,8.21155825720537e-69,0.602272849426449,3.33808007641475e-21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","12","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Hlx",0.147005013595567,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.181722533947297,0.329067912972372,0.0242590055390288,0.90991155375113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Mt2",-0.144758854402266,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.926860364134137,4.97881443941531e-130,0.583338254485115,1.36460013923734e-47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Nmrk2",0.144067401932411,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0435206133828412,0.592723295143952,-0.429418746232236,6.17415387039341e-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Piezo1",0.140859046423428,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.267595882436059,0.0064453879364815,0.627101665567431,9.29613979421986e-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","8","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gsta4",0.136670828768344,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.16238422726053,0.000354287731228588,0.184104617845616,5.68331312483448e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"A930001M01Rik",0.135731270233688,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",-0.0272718018175451,0.894856610101611,1.63289043166385,1.34037683276283e-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cep55",0.135228906849369,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.466611315987075,1.64214981055472e-05,0.202955970810159,0.0265612054221471,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Prkg1",0.133706379464648,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.283357002531798,1.23650120911253e-08,-0.371182078992692,4.60086320742233e-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","19","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Kcnn3",0,-0.129174795010111,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.122313376672658,0.432869576388436,0.194161855489659,0.173303600994876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Atcayos",-0.126939396579723,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.503894318185278,2.92356793318423e-46,0.24178396928673,1.02879606837987e-19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","10","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Adgrf5",-0.125263603924734,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.327491675138553,0.000397929395002457,0.0699660905901321,0.699156814885814,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","17","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"mt-Rnr1",-0.122803364803915,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.815165151125936,8.93652803000536e-07,0.100546708001067,4.79206050581359e-06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"mito","MT","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Fabp3",-0.120515166270213,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.267138246391644,0.0870848739381857,0.293015648981015,4.83570316803977e-52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","4","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Prex2",-0.120344160661482,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.454003712061148,0.00468096343241523,0.0105655803694664,0.97070503640644,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gpihbp1",-0.119216105509256,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.045724964111801,0.714211193416707,0.0767852424508948,0.687780002473796,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","15","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gkn3",-0.117372328265676,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0176554605308817,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","6","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Tcap",0.115790961284541,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.367571247400553,6.91774448926967e-24,-0.0293374418860627,0.38792252543169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Gask1b",0.114579936634204,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.666015391619628,3.75897177327891e-47,0.0728931238791057,0.251182656535757,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","3","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ccnb1",-0.110480253078094,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0933424284498619,0.135987727363552,0.64524050947026,5.2739519842914e-34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"other","13","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Timd4",0.109599342081694,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.0201906362334437,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","11","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Cx3cr1",-0.109472039472759,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",0.0262239463496551,0.891756734996649,-0.342190366770028,0.0510016105221451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Fbxl22",0,-0.10934095135637,FALSE,TRUE,FALSE,FALSE,"down_in_KO",-0.306056599760098,1.95368906174578e-19,-0.351743593884805,5.09386960821171e-46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Ccr5",-0.108613202582597,0,TRUE,FALSE,FALSE,FALSE,"down_in_KO",-0.0982600049348052,0.33382369905334,-0.00750701551292316,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","9","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"H1f2",0.108290143063808,0,TRUE,FALSE,FALSE,FALSE,"up_in_KO",0.662865767412239,1.05413444875873e-75,0.976605454646939,8.36580872412675e-210,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"other","13","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
"Mcm6",0,0.105287587973571,FALSE,TRUE,FALSE,FALSE,"up_in_KO",1.37170463233061,3.47205967361071e-92,1.25412142559754,6.30377819829769e-124,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"other","1","naive_no_controls","descriptive_n1_sex_confounded_depth_matched"
