num_input_reads,333729678
num_reads_above_min_length,315082709
num_barcoded_reads,278708298
num_mapped_reads,249821761
num_mapped_reads_in_cells,196055117
mapping_pct_txome,89.64
mapping_pct_genome,8.39
num_cell_barcodes,12045
mean_reads_per_cell,27707
reads_in_cells_pct,64.58
duplication_rate,2.017
sequencing_saturation,50.42
total_transcripts_in_cells,97196372
median_transcripts_in_cells,6905
num_genes_expressed_in_cells,32133
median_genes_in_cells,2690
pct_mito_in_cells,5.07
