num_input_reads,333729678
num_reads_above_min_length,315082709
num_barcoded_reads,278708298
num_mapped_reads,249821761
num_mapped_reads_in_cells,189979265
mapping_pct_txome,89.64
mapping_pct_genome,8.39
num_cell_barcodes,9836
mean_reads_per_cell,33929
reads_in_cells_pct,62.52
duplication_rate,2.026
sequencing_saturation,50.63
total_transcripts_in_cells,93790190
median_transcripts_in_cells,8566
num_genes_expressed_in_cells,31973
median_genes_in_cells,3013
pct_mito_in_cells,5.0
